"CustomerKey","IncomeGroup","BikeBuyer","GeographyKey","FullName","Age","Gender","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","EnglishOccupation","HouseOwnerFlag","MaritalStatus","NumberCarsOwned","MonthsSinceLastPurchase","CommuteDistance"
26559,Low,0,3,Marshall Ye,66,M,"10000.0000",2,1,Partial High School,Clerical,"1",S,2,27,"5-10 Miles"
26560,Low,1,10,Lindsey Shen,59,F,"20000.0000",2,1,Partial High School,Clerical,"1",M,2,20,"5-10 Miles"
26561,Low,1,32,Hannah Lewis,59,F,"20000.0000",2,1,Partial High School,Clerical,"1",M,2,20,"5-10 Miles"
26562,Moderate,1,2,Edward Wilson,63,M,"40000.0000",2,0,Partial College,Skilled Manual,"1",M,2,22,"5-10 Miles"
26563,Moderate,1,40,Keith She,63,M,"40000.0000",2,0,Partial College,Skilled Manual,"1",M,2,22,"5-10 Miles"
26564,Moderate,0,32,Franklin Chen,61,M,"40000.0000",3,0,Partial High School,Clerical,"0",S,2,19,"1-2 Miles"
26565,Moderate,0,2,Gabriel Mitchell,61,M,"40000.0000",3,0,Partial High School,Clerical,"0",S,2,19,"1-2 Miles"
26566,Moderate,1,39,Crystal Chen,56,F,"40000.0000",3,0,Partial High School,Clerical,"0",S,2,22,"5-10 Miles"
26567,High,1,6,Michele Rai,54,F,"80000.0000",2,0,Partial College,Skilled Manual,"0",S,2,20,"1-2 Miles"
26568,High,1,38,Nancy Kovar,55,F,"80000.0000",2,0,Partial College,Skilled Manual,"1",S,2,20,"5-10 Miles"
26569,High,1,25,Michelle Sanchez,60,F,"80000.0000",2,0,Partial College,Skilled Manual,"1",M,2,20,"5-10 Miles"
26570,High,1,18,Hunter Gonzales,60,M,"80000.0000",2,0,Partial College,Skilled Manual,"1",M,2,20,"5-10 Miles"
26571,High,1,22,Lacey Pal,61,F,"80000.0000",2,0,Partial College,Skilled Manual,"0",S,2,20,"1-2 Miles"
26572,Moderate,1,66,Jessica Russell,40,F,"40000.0000",0,0,Partial College,Skilled Manual,"0",S,2,33,"1-2 Miles"
26573,Moderate,0,641,Samantha Clark,40,F,"40000.0000",0,0,High School,Skilled Manual,"1",M,2,30,"5-10 Miles"
26574,Moderate,0,300,Jordan Allen,40,M,"40000.0000",0,0,High School,Skilled Manual,"1",M,2,21,"5-10 Miles"
26575,Moderate,1,302,Toni Gonzalez,40,F,"40000.0000",0,0,High School,Skilled Manual,"0",S,2,26,"1-2 Miles"
26576,Moderate,0,335,Kaitlyn Robinson,41,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,27,"5-10 Miles"
26577,Moderate,0,339,Cindy Edwards,41,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,26,"5-10 Miles"
26578,Moderate,0,339,Jeremy White,40,M,"60000.0000",0,0,Partial College,Skilled Manual,"1",S,2,22,"5-10 Miles"
26579,Moderate,1,369,Hunter Hayes,41,M,"50000.0000",0,0,High School,Skilled Manual,"0",S,2,26,"1-2 Miles"
26580,Moderate,0,548,Paige Ramirez,41,F,"50000.0000",0,0,High School,Skilled Manual,"1",M,2,19,"5-10 Miles"
26581,Moderate,1,609,Mariah Patterson,42,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,26,"5-10 Miles"
26582,Moderate,1,49,Fernando Moore,43,M,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,33,"5-10 Miles"
26583,Moderate,0,369,James Patterson,39,M,"60000.0000",0,0,Partial College,Professional,"0",S,2,25,"1-2 Miles"
26584,Moderate,0,644,Benjamin Alexander,40,M,"60000.0000",0,0,Partial College,Professional,"0",M,2,30,"1-2 Miles"
26585,High,1,10,Alejandro Xu,59,M,"80000.0000",2,0,High School,Skilled Manual,"1",S,2,20,"5-10 Miles"
26586,Moderate,0,611,Alexandra Baker,39,F,"60000.0000",0,0,Partial College,Professional,"1",M,2,25,"5-10 Miles"
26587,High,1,13,Mario Johnsen,58,M,"70000.0000",2,0,High School,Skilled Manual,"0",S,2,20,"1-2 Miles"
26588,High,1,30,Dustin Pal,58,M,"70000.0000",2,0,High School,Skilled Manual,"1",M,2,20,"5-10 Miles"
26589,High,1,13,Julie Tang,47,F,"70000.0000",2,0,High School,Professional,"1",S,2,20,"5-10 Miles"
26590,High,0,3,Jorge Guo,57,M,"100000.0000",1,1,Bachelors,Management,"1",M,1,22,"10+ Miles"
26591,High,1,34,Aimee Chen,52,F,"100000.0000",1,1,Bachelors,Management,"1",S,2,20,"2-5 Miles"
26592,High,0,39,Brenda Lopez,45,F,"100000.0000",1,1,Bachelors,Management,"1",S,3,27,"2-5 Miles"
26593,High,0,329,Eduardo Campbell,49,M,"130000.0000",0,1,Graduate Degree,Management,"0",S,3,20,"1-2 Miles"
26594,High,0,348,Melissa Wood,53,F,"70000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,26,"5-10 Miles"
26595,High,0,623,Alyssa Bailey,58,F,"70000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,19,"5-10 Miles"
26596,Moderate,0,343,Antonio Hayes,51,M,"60000.0000",4,4,Bachelors,Skilled Manual,"1",M,2,26,"2-5 Miles"
26597,Moderate,0,648,Madison Lewis,52,F,"60000.0000",4,4,Bachelors,Skilled Manual,"0",S,2,19,"0-1 Miles"
26598,Moderate,0,642,Charles Adams,52,M,"60000.0000",4,4,Bachelors,Skilled Manual,"1",S,2,30,"2-5 Miles"
26599,Moderate,0,385,Allison Reed,52,F,"60000.0000",4,4,Bachelors,Skilled Manual,"1",M,2,30,"2-5 Miles"
26600,Moderate,1,355,Michelle Gray,51,F,"60000.0000",4,2,Bachelors,Skilled Manual,"0",S,2,26,"0-1 Miles"
26601,Moderate,1,347,Kyle Gonzalez,46,M,"60000.0000",4,2,Bachelors,Skilled Manual,"1",S,2,26,"2-5 Miles"
26602,High,1,335,Noah Yang,52,M,"70000.0000",4,2,Bachelors,Professional,"1",S,2,24,"2-5 Miles"
26603,High,1,302,Sheila Ruiz,52,F,"70000.0000",4,2,Bachelors,Professional,"0",S,2,23,"0-1 Miles"
26604,High,1,359,Elizabeth West,47,F,"70000.0000",0,0,Bachelors,Professional,"0",S,1,23,"0-1 Miles"
26605,High,0,338,Brandon Foster,53,M,"70000.0000",0,0,Bachelors,Professional,"0",S,1,19,"2-5 Miles"
26606,Moderate,1,633,Hannah Harris,46,F,"60000.0000",3,2,Graduate Degree,Professional,"1",S,0,26,"2-5 Miles"
26607,Moderate,1,299,Natalie Powell,52,F,"60000.0000",3,2,Graduate Degree,Professional,"1",M,0,26,"2-5 Miles"
26608,Moderate,1,300,Aaron Nelson,41,M,"60000.0000",3,2,Graduate Degree,Professional,"0",S,0,26,"0-1 Miles"
26609,High,1,536,Abigail Kelly,42,F,"70000.0000",1,0,Partial College,Skilled Manual,"1",M,1,23,"0-1 Miles"
26610,High,1,345,Mary Perez,53,F,"70000.0000",1,0,Partial College,Skilled Manual,"1",M,1,24,"2-5 Miles"
26611,High,1,311,Kayla Henderson,53,F,"70000.0000",1,0,Partial College,Skilled Manual,"1",M,1,23,"2-5 Miles"
26612,Moderate,0,299,Janet Romero,54,F,"40000.0000",4,3,High School,Skilled Manual,"1",M,3,22,"10+ Miles"
26613,Moderate,0,302,Priscilla Lal,54,F,"40000.0000",4,3,High School,Skilled Manual,"1",M,3,19,"5-10 Miles"
26614,Moderate,1,637,Richard Robinson,54,M,"40000.0000",4,2,High School,Skilled Manual,"1",S,2,26,"2-5 Miles"
26615,Moderate,1,60,David Powell,54,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,33,"2-5 Miles"
26616,Moderate,1,536,Colin Goel,44,M,"40000.0000",0,0,Bachelors,Professional,"0",M,1,25,"0-1 Miles"
26617,Moderate,1,369,Isaiah Peterson,55,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,25,"2-5 Miles"
26618,Moderate,1,368,Amanda Morris,56,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,25,"2-5 Miles"
26619,Moderate,1,631,Thomas Hill,55,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,24,"0-1 Miles"
26620,Moderate,1,63,Isabella Green,43,F,"50000.0000",0,0,Partial College,Skilled Manual,"0",S,1,55,"0-1 Miles"
26621,Moderate,0,536,Sarah Wood,48,F,"50000.0000",0,0,Partial College,Skilled Manual,"0",S,1,22,"2-5 Miles"
26622,Moderate,1,614,Jan Howard,48,F,"50000.0000",0,0,Partial College,Skilled Manual,"0",S,1,24,"0-1 Miles"
26623,Moderate,1,618,Alexandra Ross,49,F,"50000.0000",0,0,Partial College,Skilled Manual,"0",S,1,24,"2-5 Miles"
26624,Moderate,1,637,Elizabeth Russell,48,F,"50000.0000",0,0,Partial College,Skilled Manual,"0",S,1,24,"2-5 Miles"
26625,Moderate,1,553,Lauren Barnes,42,F,"60000.0000",0,0,Graduate Degree,Professional,"1",S,1,24,"2-5 Miles"
26626,Moderate,1,302,Dalton Taylor,48,M,"60000.0000",0,0,Graduate Degree,Professional,"0",S,1,23,"0-1 Miles"
26627,Moderate,1,312,Jose Alexander,48,M,"60000.0000",0,0,Graduate Degree,Professional,"0",M,1,23,"0-1 Miles"
26628,Moderate,0,641,Lucas Lee,88,M,"40000.0000",2,0,High School,Skilled Manual,"0",S,1,27,"0-1 Miles"
26629,Moderate,1,53,Miranda Price,56,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,54,"0-1 Miles"
26630,Moderate,1,64,Vanessa Powell,55,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,52,"2-5 Miles"
26631,Moderate,1,345,Isaiah Stewart,56,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,23,"2-5 Miles"
26632,Moderate,1,609,Isabella Moore,49,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,23,"2-5 Miles"
26633,Moderate,1,338,Gabrielle Ward,55,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,22,"2-5 Miles"
26634,Moderate,1,347,Devin Walker,50,M,"60000.0000",1,0,Partial College,Skilled Manual,"0",M,1,21,"0-1 Miles"
26635,Moderate,1,326,Jasmine Harris,56,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,21,"2-5 Miles"
26636,Moderate,0,539,Miguel Walker,56,M,"60000.0000",5,4,Bachelors,Professional,"1",M,0,25,"2-5 Miles"
26637,Moderate,0,316,Thomas Robinson,56,M,"60000.0000",4,3,Bachelors,Professional,"1",M,0,19,"2-5 Miles"
26638,High,1,642,Olivia Flores,56,F,"70000.0000",1,0,Graduate Degree,Professional,"0",S,1,23,"0-1 Miles"
26639,High,0,311,Riley Diaz,57,F,"70000.0000",5,5,Graduate Degree,Professional,"1",M,3,24,"10+ Miles"
26640,High,1,49,Eduardo Lopez,56,M,"70000.0000",5,5,Graduate Degree,Professional,"1",S,3,24,"10+ Miles"
26641,High,1,298,Arturo Xie,56,M,"80000.0000",1,0,Graduate Degree,Professional,"1",S,0,23,"0-1 Miles"
26642,High,1,552,Gabrielle Evans,57,F,"80000.0000",1,0,Partial College,Skilled Manual,"1",M,1,24,"0-1 Miles"
26643,Moderate,1,66,Benjamin Miller,57,M,"60000.0000",3,2,Bachelors,Professional,"1",M,0,51,"2-5 Miles"
26644,Moderate,1,632,Jenna Hernandez,52,F,"60000.0000",1,0,Bachelors,Professional,"0",S,1,20,"0-1 Miles"
26645,Moderate,1,311,Morgan Richardson,57,F,"60000.0000",1,0,Bachelors,Professional,"1",S,1,20,"2-5 Miles"
26646,Moderate,1,348,Jordyn Perry,40,F,"60000.0000",1,0,Bachelors,Professional,"1",S,1,20,"2-5 Miles"
26647,Moderate,1,368,Jasmine Simmons,52,F,"60000.0000",1,0,Bachelors,Professional,"1",S,1,20,"2-5 Miles"
26648,High,0,300,Riley Rogers,46,F,"70000.0000",5,4,Graduate Degree,Professional,"1",S,1,21,"2-5 Miles"
26649,High,1,311,Emily Perry,46,F,"80000.0000",5,0,Graduate Degree,Professional,"0",S,0,23,"0-1 Miles"
26650,High,1,336,Kevin Collins,57,M,"80000.0000",5,4,Graduate Degree,Professional,"1",S,0,23,"0-1 Miles"
26651,High,1,39,Gregory Nara,35,M,"80000.0000",4,4,Graduate Degree,Management,"1",S,0,20,"0-1 Miles"
26652,High,1,36,Bruce Moreno,35,M,"80000.0000",4,4,Graduate Degree,Management,"1",M,0,20,"0-1 Miles"
26653,High,1,2,Kaylee Allen,35,F,"80000.0000",4,4,Graduate Degree,Management,"1",M,1,20,"0-1 Miles"
26654,High,1,32,Kathleen Jimenez,46,F,"90000.0000",1,0,Graduate Degree,Management,"1",M,0,31,"0-1 Miles"
26655,High,1,27,Kelvin Sharma,46,M,"90000.0000",1,0,Graduate Degree,Management,"0",M,0,31,"0-1 Miles"
26656,High,1,23,Amanda Hall,47,F,"90000.0000",2,0,Bachelors,Professional,"0",M,0,31,"0-1 Miles"
26657,High,1,39,Lucas Hughes,41,M,"90000.0000",2,0,Bachelors,Professional,"0",S,0,31,"0-1 Miles"
26658,High,1,32,Darryl Liang,46,M,"100000.0000",1,0,Graduate Degree,Management,"1",M,0,31,"1-2 Miles"
26659,High,0,24,Katrina Yuan,45,F,"80000.0000",4,4,Graduate Degree,Management,"0",M,1,19,"0-1 Miles"
26660,Moderate,1,22,Kern Sutton,48,M,"60000.0000",2,2,Bachelors,Professional,"1",M,1,22,"2-5 Miles"
26661,Moderate,1,14,Dawn Zhu,47,F,"60000.0000",2,2,Bachelors,Professional,"0",S,1,22,"0-1 Miles"
26662,Moderate,1,40,Lori Alvarez,47,F,"60000.0000",2,2,Bachelors,Professional,"1",S,1,22,"2-5 Miles"
26663,Moderate,1,30,Joanna Serrano,48,F,"60000.0000",2,2,Bachelors,Professional,"0",S,1,22,"0-1 Miles"
26664,High,0,8,Amy Zhu,48,F,"70000.0000",5,5,Bachelors,Professional,"1",M,3,29,"10+ Miles"
26665,High,0,3,Jésus Vazquez,48,M,"70000.0000",5,5,Bachelors,Professional,"1",S,3,27,"10+ Miles"
26666,High,1,31,Ashlee Beck,46,F,"110000.0000",1,0,Graduate Degree,Management,"0",S,1,31,"2-5 Miles"
26667,High,1,36,Jillian Patel,46,F,"120000.0000",1,0,Graduate Degree,Management,"1",S,0,30,"1-2 Miles"
26668,High,0,6,Toni Madan,48,F,"70000.0000",5,5,Bachelors,Professional,"1",M,4,28,"10+ Miles"
26669,High,0,24,Curtis Zeng,48,M,"70000.0000",5,5,Bachelors,Professional,"1",M,4,27,"10+ Miles"
26670,High,0,34,Jerry Johnsen,48,M,"70000.0000",5,5,Bachelors,Professional,"1",M,4,26,"10+ Miles"
26671,High,0,26,Arthur Patel,48,M,"80000.0000",5,5,Graduate Degree,Management,"1",M,2,22,"0-1 Miles"
26672,High,0,12,Kelli Sharma,44,F,"80000.0000",5,5,Bachelors,Professional,"1",M,4,22,"1-2 Miles"
26673,High,1,40,Austin Alexander,49,M,"90000.0000",0,0,Bachelors,Professional,"1",M,0,30,"2-5 Miles"
26674,Moderate,0,307,Ashley Jackson,62,F,"60000.0000",3,1,Partial High School,Skilled Manual,"1",M,3,25,"10+ Miles"
26675,Moderate,0,358,Natalie King,58,F,"60000.0000",2,0,High School,Professional,"1",M,2,25,"5-10 Miles"
26676,Moderate,1,335,Emily Jenkins,58,F,"60000.0000",2,0,High School,Professional,"1",M,2,20,"5-10 Miles"
26677,High,0,338,William Johnson,59,M,"80000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,23,"5-10 Miles"
26678,High,0,54,Miranda Hughes,59,F,"80000.0000",2,0,Partial High School,Skilled Manual,"1",S,2,24,"5-10 Miles"
26679,High,0,635,Noah Perry,60,M,"80000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,25,"5-10 Miles"
26680,High,0,627,Melissa Powell,53,F,"80000.0000",2,0,Partial High School,Skilled Manual,"0",S,2,28,"1-2 Miles"
26681,Moderate,1,337,Zachary Jackson,59,M,"60000.0000",2,0,High School,Professional,"1",S,2,20,"5-10 Miles"
26682,High,0,54,Richard Diaz,51,M,"90000.0000",4,4,Partial College,Professional,"1",M,3,24,"2-5 Miles"
26683,High,1,68,Mariah Simmons,45,F,"90000.0000",4,4,Partial College,Professional,"1",S,3,23,"2-5 Miles"
26684,High,1,299,Dustin Andersen,50,M,"110000.0000",2,2,Bachelors,Management,"1",M,3,23,"2-5 Miles"
26685,High,0,345,Noah Baker,39,M,"130000.0000",1,1,Graduate Degree,Management,"0",S,4,22,"1-2 Miles"
26686,High,0,50,Christian Washington,46,M,"80000.0000",4,3,Bachelors,Management,"0",M,0,22,"0-1 Miles"
26687,High,0,609,Marshall Xu,51,M,"80000.0000",4,3,Partial College,Professional,"1",M,2,25,"2-5 Miles"
26688,High,0,611,Brittney Xu,46,F,"80000.0000",4,3,Partial College,Professional,"1",M,2,29,"0-1 Miles"
26689,High,0,299,Arthur Gill,51,M,"110000.0000",3,2,Bachelors,Management,"0",S,4,24,"1-2 Miles"
26690,High,0,301,Alexia Bennett,51,F,"110000.0000",3,2,Bachelors,Management,"1",M,4,27,"2-5 Miles"
26691,High,0,301,Tina Suri,51,F,"110000.0000",4,2,Bachelors,Management,"0",S,4,30,"1-2 Miles"
26692,High,1,60,Isabella Brown,48,F,"70000.0000",3,2,Partial College,Professional,"1",M,0,22,"5-10 Miles"
26693,High,0,68,Charles Perez,53,M,"70000.0000",3,2,Partial College,Professional,"1",M,1,29,"5-10 Miles"
26694,High,1,609,Aaron Hughes,59,M,"80000.0000",3,0,Partial College,Professional,"1",S,2,23,"2-5 Miles"
26695,High,1,336,Jocelyn Diaz,59,F,"80000.0000",3,0,Partial College,Professional,"1",M,2,23,"2-5 Miles"
26696,High,0,609,Robyn Suarez,60,F,"80000.0000",2,0,Partial High School,Skilled Manual,"1",S,2,28,"5-10 Miles"
26697,High,0,300,Manuel Arun,36,M,"100000.0000",0,2,Partial College,Professional,"1",M,2,27,"5-10 Miles"
26698,High,1,329,Brooke Rivera,52,F,"120000.0000",4,3,Partial College,Professional,"1",M,3,23,"5-10 Miles"
26699,High,0,49,Joan Coleman,47,F,"80000.0000",5,4,Partial College,Professional,"1",S,2,28,"5-10 Miles"
26700,High,0,50,Sydney Ramirez,47,F,"80000.0000",5,4,Partial College,Professional,"1",S,2,28,"5-10 Miles"
26701,High,0,63,Katherine Hill,48,F,"80000.0000",5,4,Partial College,Professional,"1",M,3,28,"5-10 Miles"
26702,High,0,609,Cynthia Arun,48,F,"90000.0000",5,4,Partial College,Professional,"1",M,4,26,"1-2 Miles"
26703,High,1,546,Wyatt Miller,53,M,"100000.0000",1,2,Partial College,Professional,"1",M,3,23,"5-10 Miles"
26704,High,0,300,Frank Alvarez,47,M,"110000.0000",1,3,Bachelors,Management,"0",S,2,21,"1-2 Miles"
26705,High,1,361,Eric Jenkins,48,M,"150000.0000",1,1,Partial College,Professional,"0",S,4,23,"2-5 Miles"
26706,High,0,68,Bailey Mitchell,55,F,"70000.0000",5,4,Partial College,Professional,"0",M,3,29,"2-5 Miles"
26707,High,0,300,Sydney Brooks,43,F,"110000.0000",1,3,Bachelors,Management,"0",M,3,25,"2-5 Miles"
26708,High,1,307,Katherine Washington,54,F,"110000.0000",1,3,Partial College,Professional,"0",S,4,23,"2-5 Miles"
26709,High,0,331,Mary King,60,F,"80000.0000",2,0,Partial High School,Skilled Manual,"0",S,2,22,"1-2 Miles"
26710,Moderate,1,361,Jan Green,60,F,"60000.0000",2,0,High School,Professional,"1",M,2,37,"5-10 Miles"
26711,Moderate,1,301,Mya Bryant,60,F,"60000.0000",2,0,High School,Professional,"0",S,2,37,"1-2 Miles"
26712,High,0,359,Ashley Wilson,56,F,"70000.0000",2,0,Partial High School,Skilled Manual,"0",S,2,25,"1-2 Miles"
26713,High,0,312,Stephanie Edwards,61,F,"70000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,26,"5-10 Miles"
26714,High,0,607,Angela Long,62,F,"70000.0000",2,0,Partial High School,Skilled Manual,"0",S,2,27,"1-2 Miles"
26715,High,0,348,Gabriella Bell,61,F,"70000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,22,"5-10 Miles"
26716,Low,0,59,Megan Smith,80,F,"30000.0000",4,0,High School,Professional,"1",M,2,21,"5-10 Miles"
26717,Moderate,1,536,David Simpson,75,M,"40000.0000",3,0,Partial College,Professional,"1",M,2,37,"5-10 Miles"
26718,High,1,337,Richard Flores,74,M,"100000.0000",2,2,Graduate Degree,Management,"1",M,4,23,"5-10 Miles"
26719,High,0,536,Tamara Li,56,F,"80000.0000",5,4,Partial College,Professional,"0",S,4,25,"1-2 Miles"
26720,High,0,637,Seth Watson,55,M,"100000.0000",0,3,Partial College,Professional,"1",M,1,24,"5-10 Miles"
26721,High,0,299,Paula Jimenez,55,F,"100000.0000",0,3,Partial College,Professional,"0",S,3,24,"1-2 Miles"
26722,High,0,315,Alexandra McDonald,49,F,"110000.0000",4,3,Partial College,Professional,"1",M,4,29,"2-5 Miles"
26723,High,1,372,Devin Kelly,50,M,"170000.0000",1,1,Bachelors,Management,"0",S,2,23,"0-1 Miles"
26724,Moderate,1,548,Sydney Edwards,61,F,"60000.0000",2,0,Partial High School,Skilled Manual,"1",S,2,37,"5-10 Miles"
26725,Moderate,1,633,Alexis Smith,61,F,"60000.0000",2,0,Partial High School,Skilled Manual,"1",M,2,37,"5-10 Miles"
26726,Moderate,1,614,Danielle Rivera,61,F,"60000.0000",2,0,Partial High School,Skilled Manual,"0",S,2,37,"1-2 Miles"
26727,High,1,545,Jose Clark,61,M,"70000.0000",3,1,High School,Professional,"1",M,0,24,"5-10 Miles"
26728,High,1,368,Elijah Roberts,57,M,"70000.0000",3,0,Graduate Degree,Management,"0",S,2,24,"1-2 Miles"
26729,High,1,612,Brian Gray,63,M,"70000.0000",3,0,Graduate Degree,Management,"0",S,2,23,"1-2 Miles"
26730,Moderate,0,50,Rachel Sanchez,63,F,"40000.0000",3,0,Partial College,Professional,"1",S,2,22,"5-10 Miles"
26731,Moderate,1,343,Ethan Clark,63,M,"40000.0000",3,0,Partial College,Professional,"0",M,2,37,"1-2 Miles"
26732,Moderate,0,358,Martin Rienstra,58,M,"40000.0000",3,0,Partial College,Professional,"1",S,2,23,"5-10 Miles"
26733,Moderate,0,609,Benjamin Smith,58,M,"40000.0000",3,0,Partial College,Professional,"1",M,2,22,"5-10 Miles"
26734,Moderate,1,618,Morgan Powell,59,F,"40000.0000",3,0,Partial College,Professional,"0",M,2,37,"1-2 Miles"
26735,Moderate,1,623,Grace White,65,F,"40000.0000",3,0,Partial College,Professional,"0",S,2,37,"1-2 Miles"
26736,Low,0,298,Lacey Xu,66,F,"30000.0000",4,0,High School,Professional,"1",S,2,30,"5-10 Miles"
26737,Moderate,0,648,Katherine Young,66,F,"40000.0000",4,0,Partial College,Professional,"1",S,2,27,"5-10 Miles"
26738,Moderate,0,352,Katherine Simmons,50,F,"40000.0000",4,0,High School,Professional,"1",S,2,20,"5-10 Miles"
26739,Moderate,0,10,Corey Shen,51,M,"60000.0000",4,4,Bachelors,Professional,"1",M,3,29,"10+ Miles"
26740,Moderate,1,23,Donald Lopez,46,M,"60000.0000",3,2,Bachelors,Professional,"0",M,2,22,"0-1 Miles"
26741,High,0,5,Nichole Pal,48,F,"90000.0000",3,3,Bachelors,Professional,"1",M,0,24,"0-1 Miles"
26742,High,0,34,James Collins,88,M,"70000.0000",3,0,Partial College,Skilled Manual,"1",M,1,22,"5-10 Miles"
26743,High,1,17,Derek Chande,53,M,"70000.0000",1,0,Partial College,Skilled Manual,"1",S,1,30,"5-10 Miles"
26744,Moderate,1,21,Mitchell Yuan,48,M,"60000.0000",1,0,Bachelors,Professional,"1",M,1,22,"5-10 Miles"
26745,Moderate,1,30,Valerie Huang,53,F,"60000.0000",1,0,Bachelors,Professional,"1",M,1,22,"5-10 Miles"
26746,Moderate,1,20,Amber Adams,49,F,"60000.0000",1,0,Partial College,Skilled Manual,"0",S,1,22,"0-1 Miles"
26747,Moderate,1,12,Candice Cai,49,F,"60000.0000",1,0,Partial College,Skilled Manual,"0",S,1,22,"0-1 Miles"
26748,High,1,28,Stacey She,49,F,"100000.0000",0,0,Graduate Degree,Management,"0",S,1,30,"0-1 Miles"
26749,High,1,25,Rafael Sun,49,M,"100000.0000",0,0,Bachelors,Professional,"0",M,1,30,"2-5 Miles"
26750,Moderate,1,6,Randall Alvarez,56,M,"60000.0000",1,0,Partial College,Skilled Manual,"0",S,1,22,"0-1 Miles"
26751,Moderate,1,19,Mallory Serrano,50,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",S,1,22,"5-10 Miles"
26752,Moderate,1,30,Henry Perez,49,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,22,"5-10 Miles"
26753,Moderate,1,2,Summer Patel,50,F,"60000.0000",1,0,Partial College,Skilled Manual,"0",S,1,21,"0-1 Miles"
26754,Moderate,1,36,Candice Zimmerman,55,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",S,1,21,"5-10 Miles"
26755,High,0,13,Brendan Jai,50,M,"80000.0000",5,5,Bachelors,Professional,"1",M,4,20,"1-2 Miles"
26756,High,0,27,Brooke Gray,50,F,"80000.0000",5,5,Bachelors,Professional,"1",S,4,23,"1-2 Miles"
26757,High,1,33,Evan Rivera,56,M,"90000.0000",1,0,Bachelors,Professional,"1",S,1,29,"2-5 Miles"
26758,High,1,8,Damien Zhang,57,M,"100000.0000",5,0,Bachelors,Professional,"1",S,1,29,"5-10 Miles"
26759,High,0,21,Hailey Allen,53,F,"70000.0000",0,0,Bachelors,Professional,"0",M,1,25,"0-1 Miles"
26760,High,1,40,Katherine Butler,41,F,"70000.0000",0,0,Bachelors,Professional,"0",S,2,29,"5-10 Miles"
26761,Moderate,1,23,Tabitha Prasad,53,F,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,21,"5-10 Miles"
26762,High,0,38,Rachael Perez,53,F,"70000.0000",5,4,Partial College,Skilled Manual,"0",M,2,28,"0-1 Miles"
26763,Moderate,1,4,Grant Shen,55,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,21,"5-10 Miles"
26764,Moderate,1,4,Alvin Li,55,M,"60000.0000",1,0,Partial College,Skilled Manual,"1",M,1,21,"5-10 Miles"
26765,High,0,8,Dominique Chandra,55,F,"70000.0000",5,4,Partial College,Skilled Manual,"1",S,2,29,"5-10 Miles"
26766,High,0,13,Jodi Andersen,48,F,"70000.0000",5,4,Partial College,Skilled Manual,"1",M,3,21,"10+ Miles"
26767,High,1,14,Alisha Goel,41,F,"70000.0000",1,0,Partial College,Skilled Manual,"0",S,1,29,"0-1 Miles"
26768,High,1,11,Cristina Shen,58,F,"70000.0000",1,0,Partial College,Skilled Manual,"1",M,1,29,"5-10 Miles"
26769,Moderate,0,17,Holly Sai,79,F,"40000.0000",2,0,Bachelors,Management,"1",M,1,23,"5-10 Miles"
26770,High,0,22,Katie Ashe,55,F,"70000.0000",5,4,Partial College,Skilled Manual,"1",M,3,22,"10+ Miles"
26771,High,0,34,Eric Shan,55,M,"70000.0000",5,4,Partial College,Skilled Manual,"1",M,3,29,"10+ Miles"
26772,High,0,9,Jamie Hu,56,F,"70000.0000",5,4,Partial College,Skilled Manual,"1",M,3,19,"5-10 Miles"
26773,High,0,38,Meghan Martin,50,F,"70000.0000",5,4,Partial College,Skilled Manual,"1",M,3,29,"10+ Miles"
26774,High,1,34,Arianna Ross,41,F,"70000.0000",1,0,Partial College,Skilled Manual,"1",M,1,29,"5-10 Miles"
26775,Low,0,383,Riley Bryant,39,F,"30000.0000",0,0,High School,Skilled Manual,"1",M,2,20,"5-10 Miles"
